Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,15,000,00000,MIZORAM,064001, Kom,1,0,1,0,0,0,1,0,1
C0116,15,000,00000,MIZORAM,066000,66 KONYAK ,7,7,0,2,2,0,5,5,0
C0116,15,000,00000,MIZORAM,066001, Konyak,7,7,0,2,2,0,5,5,0
C0116,15,000,00000,MIZORAM,071000,71 KUKI,295,162,133,108,52,56,187,110,77
C0116,15,000,00000,MIZORAM,071008, Kuki,295,162,133,108,52,56,187,110,77
C0116,15,000,00000,MIZORAM,072000,72 KURUKH/ORAON ,42,20,22,4,4,0,38,16,22
C0116,15,000,00000,MIZORAM,072024, Kurukh/Oraon,42,20,22,4,4,0,38,16,22
C0116,15,000,00000,MIZORAM,073000,73 LADAKHI ,4,4,0,1,1,0,3,3,0
C0116,15,000,00000,MIZORAM,073003, Ladakhi,4,4,0,1,1,0,3,3,0
C0116,15,000,00000,MIZORAM,074000,74 LAHAULI ,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,074999,74 Others ,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,076000,76 LAKHER,41876,20915,20961,27826,13902,13924,14050,7013,7037
C0116,15,000,00000,MIZORAM,076002, Mara,38177,19109,19068,25722,12894,12828,12455,6215,6240
C0116,15,000,00000,MIZORAM,076999,76 Others ,3699,1806,1893,2104,1008,1096,1595,798,797
C0116,15,000,00000,MIZORAM,078000,78 LEPCHA ,3,3,0,0,0,0,3,3,0
C0116,15,000,00000,MIZORAM,078001, Lepcha,3,3,0,0,0,0,3,3,0
C0116,15,000,00000,MIZORAM,079000,79 LIANGMEI ,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,079002, Liangmei,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,080000,80 LIMBU ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,080002, Limbu,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,081000,81 LOTHA ,9,8,1,2,2,0,7,6,1
C0116,15,000,00000,MIZORAM,081001, Lotha,9,8,1,2,2,0,7,6,1
C0116,15,000,00000,MIZORAM,082000,82 LUSHAI/MIZO ,802763,397516,405247,303332,153787,149545,499431,243729,255702
C0116,15,000,00000,MIZORAM,082005, Lushai/Mizo,797839,395061,402778,298472,151371,147101,499367,243690,255677
C0116,15,000,00000,MIZORAM,082999,82 Others ,4924,2455,2469,4860,2416,2444,64,39,25
C0116,15,000,00000,MIZORAM,084000,84 MAO,13,9,4,2,1,1,11,8,3
C0116,15,000,00000,MIZORAM,084001, Mao,9,7,2,1,1,0,8,6,2
C0116,15,000,00000,MIZORAM,084003, Paola,3,2,1,0,0,0,3,2,1
C0116,15,000,00000,MIZORAM,084999,84 Others ,1,0,1,1,0,1,0,0,0
C0116,15,000,00000,MIZORAM,085000,85 MARAM,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,085001, Maram ,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,086000,86 MARING ,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,086001, Maring,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,087000,87 MIRI/MISHING,18,14,4,9,8,1,9,6,3
C0116,15,000,00000,MIZORAM,087003, Miri/Mishing,18,14,4,9,8,1,9,6,3
C0116,15,000,00000,MIZORAM,088000,88 MISHMI ,4,2,2,2,0,2,2,2,0
C0116,15,000,00000,MIZORAM,088007, Mishmi,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,088999,88 Others ,3,1,2,2,0,2,1,1,0
C0116,15,000,00000,MIZORAM,089000,89 MOGH ,330,161,169,214,113,101,116,48,68
C0116,15,000,00000,MIZORAM,089004, Mogh,330,161,169,214,113,101,116,48,68
C0116,15,000,00000,MIZORAM,090000,90 MONPA ,4,2,2,0,0,0,4,2,2
C0116,15,000,00000,MIZORAM,090003, Monpa,4,2,2,0,0,0,4,2,2
C0116,15,000,00000,MIZORAM,091000,91 MUNDA,26,19,7,12,9,3,14,10,4
C0116,15,000,00000,MIZORAM,091009, Munda,26,19,7,12,9,3,14,10,4
C0116,15,000,00000,MIZORAM,092000,92 MUNDARI ,7,5,2,4,4,0,3,1,2
C0116,15,000,00000,MIZORAM,092005, Mundari,7,5,2,4,4,0,3,1,2
C0116,15,000,00000,MIZORAM,094000,94 NISSI/DAFLA ,22,9,13,1,1,0,21,8,13
C0116,15,000,00000,MIZORAM,094001, Apatani,18,7,11,0,0,0,18,7,11
C0116,15,000,00000,MIZORAM,094007, Nissi/Dafla,4,2,2,1,1,0,3,1,2
C0116,15,000,00000,MIZORAM,095000,95 NOCTE ,4,4,0,0,0,0,4,4,0
C0116,15,000,00000,MIZORAM,095003, Nocte,4,4,0,0,0,0,4,4,0
C0116,15,000,00000,MIZORAM,096000,96 PAITE,22214,11183,11031,17637,8865,8772,4577,2318,2259
C0116,15,000,00000,MIZORAM,096002, Paite,22190,11171,11019,17625,8860,8765,4565,2311,2254
C0116,15,000,00000,MIZORAM,096999,96 Others ,24,12,12,12,5,7,12,7,5
C0116,15,000,00000,MIZORAM,098000,98 PAWI ,28624,14282,14342,19123,9615,9508,9501,4667,4834
C0116,15,000,00000,MIZORAM,098001, Pawi,28624,14282,14342,19123,9615,9508,9501,4667,4834
C0116,15,000,00000,MIZORAM,102000,102 RABHA ,8,4,4,1,1,0,7,3,4
C0116,15,000,00000,MIZORAM,102002, Rabha,8,4,4,1,1,0,7,3,4
C0116,15,000,00000,MIZORAM,103000,103 RAI ,23,11,12,3,1,2,20,10,10
C0116,15,000,00000,MIZORAM,103003, Rai,23,11,12,3,1,2,20,10,10
C0116,15,000,00000,MIZORAM,104000,104 RENGMA ,7,3,4,0,0,0,7,3,4
C0116,15,000,00000,MIZORAM,104001, Rengma,7,3,4,0,0,0,7,3,4
C0116,15,000,00000,MIZORAM,105000,105 SANGTAM ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,105004, Sangtam,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,106000,106 SAVARA,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,106004, Savara,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,107000,107 SEMA,5,5,0,0,0,0,5,5,0
C0116,15,000,00000,MIZORAM,107002, Sema,5,5,0,0,0,0,5,5,0
C0116,15,000,00000,MIZORAM,111000,111 TAMANG ,17,9,8,3,1,2,14,8,6
C0116,15,000,00000,MIZORAM,111001, Tamang,17,9,8,3,1,2,14,8,6
C0116,15,000,00000,MIZORAM,112000,112 TANGKHUL ,20,11,9,2,2,0,18,9,9
C0116,15,000,00000,MIZORAM,112008, Tangkhul,20,11,9,2,2,0,18,9,9
C0116,15,000,00000,MIZORAM,113000,113 TANGSA,5,3,2,2,1,1,3,2,1
C0116,15,000,00000,MIZORAM,113999,113 Others,5,3,2,2,1,1,3,2,1
C0116,15,000,00000,MIZORAM,114000,114 THADO ,476,245,231,213,112,101,263,133,130
C0116,15,000,00000,MIZORAM,114015, Thado,458,235,223,201,106,95,257,129,128
C0116,15,000,00000,MIZORAM,114999,114 Others,18,10,8,12,6,6,6,4,2
C0116,15,000,00000,MIZORAM,115000,115 TIBETAN ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,115999,115 Others,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,116000,116 TRIPURI ,32634,16813,15821,31459,16190,15269,1175,623,552
C0116,15,000,00000,MIZORAM,116007, Kokbarak,15712,8150,7562,14854,7698,7156,858,452,406
C0116,15,000,00000,MIZORAM,116011, Reang,16437,8402,8035,16182,8278,7904,255,124,131
C0116,15,000,00000,MIZORAM,116014, Tripuri,478,255,223,422,214,208,56,41,15
C0116,15,000,00000,MIZORAM,116999,116 Others ,7,6,1,1,0,1,6,6,0
C0116,15,000,00000,MIZORAM,117000,117 TULU ,6,5,1,6,5,1,0,0,0
