Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,17,000,00000,MEGHALAYA,030000,30 BHILI/BHILODI ,13,9,4,7,4,3,6,5,1
C0116,17,000,00000,MEGHALAYA,030015, Dhodia,1,1,0,1,1,0,0,0,0
C0116,17,000,00000,MEGHALAYA,030020, Gamti/Gavit,3,3,0,0,0,0,3,3,0
C0116,17,000,00000,MEGHALAYA,030035, Kokna/Kokni/Kukna,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,030049, Mawchi,1,0,1,0,0,0,1,0,1
C0116,17,000,00000,MEGHALAYA,030076, Vasava,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,030999,30 Others,6,3,3,6,3,3,0,0,0
C0116,17,000,00000,MEGHALAYA,031000,31 BHOTIA ,207,128,79,30,18,12,177,110,67
C0116,17,000,00000,MEGHALAYA,031001, Bhotia,164,99,65,28,18,10,136,81,55
C0116,17,000,00000,MEGHALAYA,031999,31 Others,43,29,14,2,0,2,41,29,12
C0116,17,000,00000,MEGHALAYA,033000,33 BISHNUPURIYA,332,194,138,56,30,26,276,164,112
C0116,17,000,00000,MEGHALAYA,033003, Bishnupriya Manipuri/Manipuri Bishnupriya,114,62,52,24,13,11,90,49,41
C0116,17,000,00000,MEGHALAYA,033999,33 Others,218,132,86,32,17,15,186,115,71
C0116,17,000,00000,MEGHALAYA,034000,34 CHAKHESANG ,25,17,8,3,3,0,22,14,8
C0116,17,000,00000,MEGHALAYA,034001, Chakhesang,25,17,8,3,3,0,22,14,8
C0116,17,000,00000,MEGHALAYA,035000,35 CHAKRU/CHOKRI ,17,11,6,7,6,1,10,5,5
C0116,17,000,00000,MEGHALAYA,035001, Chakru/Chokri,17,11,6,7,6,1,10,5,5
C0116,17,000,00000,MEGHALAYA,036000,36 CHANG ,10,5,5,1,1,0,9,4,5
C0116,17,000,00000,MEGHALAYA,036001, Chang,10,5,5,1,1,0,9,4,5
C0116,17,000,00000,MEGHALAYA,037000,37 COORGI/KODAGU ,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,037001, Coorgi/Kodagu,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,038000,38 DEORI ,26,10,16,5,1,4,21,9,12
C0116,17,000,00000,MEGHALAYA,038001, Deori,26,10,16,5,1,4,21,9,12
C0116,17,000,00000,MEGHALAYA,039000,39 DIMASA ,284,148,136,218,106,112,66,42,24
C0116,17,000,00000,MEGHALAYA,039002, Dimasa,63,42,21,8,7,1,55,35,20
C0116,17,000,00000,MEGHALAYA,039999,39 Others,221,106,115,210,99,111,11,7,4
C0116,17,000,00000,MEGHALAYA,040000,40 ENGLISH ,311,173,138,105,51,54,206,122,84
C0116,17,000,00000,MEGHALAYA,040001, English,311,173,138,105,51,54,206,122,84
C0116,17,000,00000,MEGHALAYA,042000,42 GANGTE ,281,143,138,6,3,3,275,140,135
C0116,17,000,00000,MEGHALAYA,042001, Gangte,281,143,138,6,3,3,275,140,135
C0116,17,000,00000,MEGHALAYA,043000,43 GARO ,936496,471336,465160,823172,415830,407342,113324,55506,57818
C0116,17,000,00000,MEGHALAYA,043005, Garo,930619,468388,462231,817983,413218,404765,112636,55170,57466
C0116,17,000,00000,MEGHALAYA,043999,43 Others,5877,2948,2929,5189,2612,2577,688,336,352
C0116,17,000,00000,MEGHALAYA,046000,46 HALAM ,108,56,52,56,28,28,52,28,24
C0116,17,000,00000,MEGHALAYA,046003, Halam,55,28,27,11,5,6,44,23,21
C0116,17,000,00000,MEGHALAYA,046999,46 Others,53,28,25,45,23,22,8,5,3
C0116,17,000,00000,MEGHALAYA,047000,47 HMAR,1994,968,1026,643,324,319,1351,644,707
C0116,17,000,00000,MEGHALAYA,047001, Hmar,1994,968,1026,643,324,319,1351,644,707
C0116,17,000,00000,MEGHALAYA,048000,48 HO,2,2,0,0,0,0,2,2,0
C0116,17,000,00000,MEGHALAYA,048004, Ho,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,048007, Lohara,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,049000,49 JATAPU ,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,049999,49 Others,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,051000,51 KABUI ,208,106,102,51,22,29,157,84,73
C0116,17,000,00000,MEGHALAYA,051003, Kabui,22,13,9,4,2,2,18,11,7
C0116,17,000,00000,MEGHALAYA,051005, Rongmei,186,93,93,47,20,27,139,73,66
C0116,17,000,00000,MEGHALAYA,052000,52 KARBI/MIKIR ,14380,7174,7206,14209,7098,7111,171,76,95
C0116,17,000,00000,MEGHALAYA,052002, Karbi/Mikir,14380,7174,7206,14209,7098,7111,171,76,95
C0116,17,000,00000,MEGHALAYA,053000,53 KHANDESHI,1,1,0,1,1,0,0,0,0
C0116,17,000,00000,MEGHALAYA,053005, Gujari,1,1,0,1,1,0,0,0,0
C0116,17,000,00000,MEGHALAYA,054000,54 KHARIA ,20,11,9,9,5,4,11,6,5
