Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,06,000,00000,HARYANA,084000,84 MAO,1,1,0,1,1,0,0,0,0
C0116,06,000,00000,HARYANA,084001, Mao,1,1,0,1,1,0,0,0,0
C0116,06,000,00000,HARYANA,087000,87 MIRI/MISHING,3,0,3,2,0,2,1,0,1
C0116,06,000,00000,HARYANA,087003, Miri/Mishing,3,0,3,2,0,2,1,0,1
C0116,06,000,00000,HARYANA,089000,89 MOGH ,13,6,7,0,0,0,13,6,7
C0116,06,000,00000,HARYANA,089004, Mogh,13,6,7,0,0,0,13,6,7
C0116,06,000,00000,HARYANA,090000,90 MONPA ,11,6,5,10,5,5,1,1,0
C0116,06,000,00000,HARYANA,090003, Monpa,11,6,5,10,5,5,1,1,0
C0116,06,000,00000,HARYANA,091000,91 MUNDA,1626,863,763,768,394,374,858,469,389
C0116,06,000,00000,HARYANA,091006, Kol,2,2,0,2,2,0,0,0,0
C0116,06,000,00000,HARYANA,091009, Munda,219,113,106,47,26,21,172,87,85
C0116,06,000,00000,HARYANA,091999,91 Others ,1405,748,657,719,366,353,686,382,304
C0116,06,000,00000,HARYANA,092000,92 MUNDARI ,280,142,138,191,108,83,89,34,55
C0116,06,000,00000,HARYANA,092005, Mundari,280,142,138,191,108,83,89,34,55
C0116,06,000,00000,HARYANA,094000,94 NISSI/DAFLA ,252,125,127,203,99,104,49,26,23
C0116,06,000,00000,HARYANA,094001, Apatani,5,2,3,0,0,0,5,2,3
C0116,06,000,00000,HARYANA,094007, Nissi/Dafla,236,117,119,192,93,99,44,24,20
C0116,06,000,00000,HARYANA,094999,94 Others ,11,6,5,11,6,5,0,0,0
C0116,06,000,00000,HARYANA,095000,95 NOCTE ,2,2,0,1,1,0,1,1,0
C0116,06,000,00000,HARYANA,095003, Nocte,2,2,0,1,1,0,1,1,0
C0116,06,000,00000,HARYANA,096000,96 PAITE,12,7,5,8,3,5,4,4,0
C0116,06,000,00000,HARYANA,096002, Paite,12,7,5,8,3,5,4,4,0
C0116,06,000,00000,HARYANA,102000,102 RABHA ,1,1,0,0,0,0,1,1,0
C0116,06,000,00000,HARYANA,102002, Rabha,1,1,0,0,0,0,1,1,0
C0116,06,000,00000,HARYANA,104000,104 RENGMA ,3,2,1,0,0,0,3,2,1
C0116,06,000,00000,HARYANA,104001, Rengma,3,2,1,0,0,0,3,2,1
C0116,06,000,00000,HARYANA,106000,106 SAVARA,25,13,12,0,0,0,25,13,12
C0116,06,000,00000,HARYANA,106004, Savara,25,13,12,0,0,0,25,13,12
C0116,06,000,00000,HARYANA,107000,107 SEMA,3,2,1,2,1,1,1,1,0
C0116,06,000,00000,HARYANA,107002, Sema,3,2,1,2,1,1,1,1,0
C0116,06,000,00000,HARYANA,108000,108 SHERPA ,2,0,2,0,0,0,2,0,2
C0116,06,000,00000,HARYANA,108001, Sherpa,2,0,2,0,0,0,2,0,2
C0116,06,000,00000,HARYANA,109000,109 SHINA,10,7,3,3,2,1,7,5,2
C0116,06,000,00000,HARYANA,109005, Shina,10,7,3,3,2,1,7,5,2
C0116,06,000,00000,HARYANA,111000,111 TAMANG ,6,2,4,0,0,0,6,2,4
C0116,06,000,00000,HARYANA,111001, Tamang,6,2,4,0,0,0,6,2,4
C0116,06,000,00000,HARYANA,112000,112 TANGKHUL ,18,7,11,4,2,2,14,5,9
C0116,06,000,00000,HARYANA,112008, Tangkhul,18,7,11,4,2,2,14,5,9
C0116,06,000,00000,HARYANA,113000,113 TANGSA,3,2,1,0,0,0,3,2,1
C0116,06,000,00000,HARYANA,113999,113 Others,3,2,1,0,0,0,3,2,1
C0116,06,000,00000,HARYANA,114000,114 THADO ,25,15,10,13,7,6,12,8,4
C0116,06,000,00000,HARYANA,114015, Thado,20,10,10,13,7,6,7,3,4
C0116,06,000,00000,HARYANA,114999,114 Others,5,5,0,0,0,0,5,5,0
C0116,06,000,00000,HARYANA,115000,115 TIBETAN ,329,176,153,99,55,44,230,121,109
C0116,06,000,00000,HARYANA,115008, Tibetan,149,75,74,2,2,0,147,73,74
C0116,06,000,00000,HARYANA,115011, Purkhi,177,100,77,97,53,44,80,47,33
C0116,06,000,00000,HARYANA,115999,115 Others,3,1,2,0,0,0,3,1,2
