Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,04,000,00000,CHANDIGARH,055000,55 KHASI ,12,4,8,0,0,0,12,4,8
C0116,04,000,00000,CHANDIGARH,055007, Khasi,12,4,8,0,0,0,12,4,8
C0116,04,000,00000,CHANDIGARH,059000,59 KINNAURI ,56,27,29,0,0,0,56,27,29
C0116,04,000,00000,CHANDIGARH,059003, Kinnauri,56,27,29,0,0,0,56,27,29
C0116,04,000,00000,CHANDIGARH,065000,65 KONDA,4,1,3,0,0,0,4,1,3
C0116,04,000,00000,CHANDIGARH,065999,65 Others ,4,1,3,0,0,0,4,1,3
C0116,04,000,00000,CHANDIGARH,068000,68 KORWA ,1,0,1,0,0,0,1,0,1
C0116,04,000,00000,CHANDIGARH,068999,68 Others ,1,0,1,0,0,0,1,0,1
C0116,04,000,00000,CHANDIGARH,072000,72 KURUKH/ORAON ,39,22,17,0,0,0,39,22,17
C0116,04,000,00000,CHANDIGARH,072024, Kurukh/Oraon,39,22,17,0,0,0,39,22,17
C0116,04,000,00000,CHANDIGARH,073000,73 LADAKHI ,269,114,155,0,0,0,269,114,155
C0116,04,000,00000,CHANDIGARH,073003, Ladakhi,269,114,155,0,0,0,269,114,155
C0116,04,000,00000,CHANDIGARH,074000,74 LAHAULI ,23,13,10,0,0,0,23,13,10
C0116,04,000,00000,CHANDIGARH,074002, Lahauli,23,13,10,0,0,0,23,13,10
C0116,04,000,00000,CHANDIGARH,075000,75 LAHNDA ,97,49,48,1,0,1,96,49,47
C0116,04,000,00000,CHANDIGARH,075001, Bahawal Puri,43,25,18,0,0,0,43,25,18
C0116,04,000,00000,CHANDIGARH,075006, Hindi Multani,50,23,27,1,0,1,49,23,26
C0116,04,000,00000,CHANDIGARH,075999,75 Others ,4,1,3,0,0,0,4,1,3
C0116,04,000,00000,CHANDIGARH,078000,78 LEPCHA ,8,4,4,0,0,0,8,4,4
C0116,04,000,00000,CHANDIGARH,078001, Lepcha,8,4,4,0,0,0,8,4,4
C0116,04,000,00000,CHANDIGARH,081000,81 LOTHA ,1,1,0,0,0,0,1,1,0
C0116,04,000,00000,CHANDIGARH,081001, Lotha,1,1,0,0,0,0,1,1,0
C0116,04,000,00000,CHANDIGARH,082000,82 LUSHAI/MIZO ,22,15,7,0,0,0,22,15,7
